1271952521943068672	55009342	Updated: Incident on  Both directions from Court Square Station to Church Avenue Station 	2
1271946410242584578	593261436	 They lifted the ban on “religious events” & wedding are considered religious I believe	2
1271944421697871874	1139296331699277824	I can't wait till the stores really open.... I really need to go shopping	2
1271937261932773379	104394160	 Well, La had actually planned on taking out her iud in April (why we know this is weird!) but because of CV, she decided to wait til after the wedding. And Katie has also said she’s ready recently. Shid, maybe that’s why she finally said she’s ready.	0
1271934434321805313	333035881	So many synchronicities when I connected with these two amazing souls. They had a beautiful wedding celebration filled with family and friends. Love transcends all boundaries and reminds us the we are all spiritual… 	0
1271930963736637442	142267469	Out for a drink 🥃 now! 	0
1271928907332227072	30404859	Today should’ve been our wedding. It’s not. Sad day for me.  	2
1271925956266123264	121021500	I stay complimenting my female followers. I hope they don’t think I’m hitting on them. You know if I’m flirting with you, cuz ima just straight up try and take you on a date	2
1271923645288415237	3367004753	I ordered this revealing ass shirt i want to wear on a date 😤	2
1271921716269387776	379979108	My mom bought 0 wedding magazines 🙆🏾‍♀️	2
1271904665639227392	24992877	     Now imagine if the backdrop next to the party shop wasn’t painted over.... 	2
1271884322606325761	91875941	I just went to a restaurant that had outdoor seating...the seating area was closed due to COVID. But you know how I do...straight Debo’d they shit & told them I’m sitting to eat my food lol 😅Nevertheless, it was so refreshing to sit down & eat. I miss OUTSIDE!	0
1271871451700830209	22820718	Today I was supposed to be at my friend’s wedding in Louisville, which makes today the perfect day to arrest the cops who killed Breonna Taylor	2
1271868931922411520	2723970378	Harry Potter Themed Wedding - Best Western Ullesthorpe Manor - Leicestershire  	0
1271862138399674368	4307821157	Happy rosé day! Invite your friend to a party or just send them a greeting card with a signature Ben’s Papers blank greeting card, made here in New York. Letterpress with wind power with FSC 🌱compliant paper to… 	0
1271861973672755201	1963949070	Happy rosé day! Invite your friend to a party or just send them a greeting card with a signature Ben’s Papers blank greeting card, made here in New York. Letterpress with wind power with FSC 🌱compliant paper to… 	0
1271854447019405313	162832823	I want to BBQ	2
1271846319557169155	968332155528077314	It’s going to be my wedding. 	0
1271831973070331904	50706690	Updated: Incident on  Both directions from Court Square Station to Church Avenue Station 	2
1272312538231865345	172050085	For the last 0 years ( 0 year Fridays only) this was my place for Sunday dinner. Il Toscano! Friends now gather for a drink and takeout. On Fathers Day they serve outside. 	2
1272311258486841352	24425625	A passage from bell hooks’ ALL ABOUT LOVE was a reading at my and ’s wedding. A must-read for anyone and everyone (and not just partnered people!) 	0
1272307845766230016	81909080	 If you’re still thinking and scripting an idea for the final installment to Friday, even think about turning it into movie version like Four Wedding and a Funeral or a different type of old school movie.	0
1272307742942785536	71339387	Sundays are for lovers ❤️ throwback to Niki  & Aly’s beautiful summer wedding 💐☀️💖 📸:        @ Brooklyn, New York 	0
1272268963960049668	39346064	I am super late to the party but I now have  You may carry on with your day.	0
1272268682744475650	4155116968	 I am NOT TRYIN to hear or see NYC be shut down AGAIN!🆗️It's bad enough my birthday is in TWO DAYS...& I'M NOT even able?To go to a restaurant WITH OUTSIDE dining...AT LEAST!🤷🏾‍♀️BECAUSE EVERY OTHER PART OF THIS STATE?IS in  EXCEPT US IN  IT TOGETHER PEOPLE!	2
1272268547755061249	2204562509	Wedding anniversary. No dine-in. . .But SUPERB carry-out, from Vila Verde, in Wayne, NJ. Exquisite Spanish-Portuguese cuisine. 	0
